source,target
"ಪುರುಷಾರ್ಥಗಳ_ಧರ್ಮಾದಿ ಚತುರ್ವಿಧ ಪುರುಷಾರ್ಥಗಳ, ಬೇಡದಂದದಿ ಮಾಡು",ಪುರುಷಾರ್ಥಗಳ -> ಮನುಷ್ಯನ ಪರಮಧ್ಯೇಯಗಳು: ಧರ್ಮ ಅರ್ಥ ಕಾಮ ಮೋಕ್ಷ ಮೋಕ್ಷ; ಧರ್ಮಾದಿ -> ನಂಬಿಕೆ ಆಚರಣೆಗಳ ಕಟ್ಟಳೆ ಪುಣ್ಯ ಕರ್ತವ್ಯ ಯಮ ಯುಧಿಷ್ಠಿರ ದ್ವಾದಶಾನುಪ್ರೇಕ್ಷೆಗಳಲ್ಲಿ ಒಂದು ಧರ್ಮಚಿಂತನೆ ಧನುಸ್ಸು; ಮಾಡು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು
"ಜ್ಞಾನಿಗಳ ಮಾರ್ಗ, ಆಜ್ಞಾ _ನಿಗಳ ಮಾರ್ಗ ಹೇಳತಾರೆ.",ಜ್ಞಾನಿಗಳ -> ತಿಳಿದವನು; ಮಾರ್ಗ -> ದಾರಿ ಭಾಷೆಯನ್ನು ಬಳಸುವ ವಿವಿಧ ಶೈಲಿ ಸಂಪ್ರದಾಯಬದ್ಧ ಕಾವ್ಯ ಅಭಿಜಾತ ಕಾವ್ಯ; ನಿಗಳ -> ಬೇಡಿ ಬಂಧನ ಕಾಲಂದುಗೆ
(ಕಲ್ಪ ಸಾಧನ ಸಂಧಿ),ಸಾಧನ -> ಸೈನ್ಯ ಸಲಕರಣೆ; ಸಂಧಿ -> ಕೀಲು ಸೇರಿಕೆ ಒಡಂಬಡಿಕೆ ಹದಿನಾರು ಬಗೆಯ ಸಂಧಿಗಳು:
"ಕುಮತ ಪ್ರವರ್ತಕರಾದ, ಕಾಕುಮಾಯ್ಲ ಳ_ಕುತ್ಸಿತವಾದ ಮಾಯಿಗಳ, ಕುಹಕ-",ಕುಮತ -> ಕೆಟ್ಟ ಮತ; ಪ್ರವರ್ತಕರಾದ -> ಮೂಲಪುರುಷ; ಕುತ್ಸಿತವಾದ -> ದೂಷಿತ ನಿಂದ್ಯ ವಸ್ತು ದುಷ್ಟ
"ಜನ್ಮ ಗಳು “ನ್ನ; ಗಳು"" ಜನ್ಮಗಳು",ಜನ್ಮ -> ಯುದ್ಧ; ಜನ್ಮಗಳು -> ಯುದ್ಧ
"ಚಾರುತರ-ಮನೋಹರಕರವಾದ, ಮಂಗಳೆ-ಮಂಗಳಕರವಾದ, ಸುನಾಮದಿ-ಸಮೀ",ಚಾರುತರ -> ಹೆಚ್ಚು ಸುಂದರವಾದ; ಮಂಗಳೆ -> ದುರ್ಗೆ; ಮಂಗಳಕರವಾದ -> ಶುಭಕರ
"ಪತಿಯೆ - ಮಹೀಪತಿ ಎಂಬುವನೇ, ಸಾಹಿ ಸದ್ಧರ್ಮಜ್ಞ -ಸದ್ಧರ್ಮಜ್ಞ ಎಂಬುವನೆ",ಮಹೀಪತಿ -> ಮಹೀನಾಥ; ಸದ್ಧರ್ಮಜ್ಞ -> ಒಳ್ಳೆಯ ನಡವಳಿಕೆಯುಳ್ಳವನು
ಪಾಹಿ ನೋದ ಪ್ರಮೋದ ಸಂತಸ |,ಪ್ರಮೋದ -> ಸಂತೋಷ; ಸಂತಸ -> ಸಂತೋಷ
ಪಾಹಿ ಪ್ರಾಣ ತ್ರಾಣ ಅಮರ್ಷಿ |,ಪ್ರಾಣ -> ಜೀವಿಯಲ್ಲಿನ ಚೈತನ್ಯ; ತ್ರಾಣ -> ಶಕ್ತಿ ರಕ್ಷಣೆ
"ಪಾಹಿ ಪ್ರಾಣ-ಪ್ರಾಣ ಎಂಬುವನೇ, ಸಂರಕ್ಷಣ ಮಾಡು, ತ್ರಾಣ-ತ್ರಾಣ ಎಂಬು",ಪ್ರಾಣ -> ಜೀವಿಯಲ್ಲಿನ ಚೈತನ್ಯ; ಮಾಡು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು; ತ್ರಾಣ -> ಶಕ್ತಿ ರಕ್ಷಣೆ
"ಇಟ್ಟಿವರಾಗಿ, ಮಾಡುವನು. ತಮ್ಮ ಸಾಧನ ತಾವು ಮಾಡುತ್ತ, ಅವರ-ಆಯಾ",ಮಾಡುವನು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು; ತಮ್ಮ -> ಕಿರಿಯ ಸಹೋದರ ಸ್ವಂತದ; ಸಾಧನ -> ಸೈನ್ಯ ಸಲಕರಣೆ; ಮಾಡುತ್ತ -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು
"ದೋಷವೂ, ಇರೋದಾಗಿ ಅದೆ. ತದನ್ಯ ದೋಷ ದಾವುದೂ ಇಲ್ಲ. ವಿಹಿತವೇ ಸರಿ",ಅದೆ -> ಅದೇ ಅಗೋ ಎಂಬಂತೆ ಗಮನ ಸೆಳೆಯುವ ಮಾತು; ದೋಷ -> ಕುಂದು ನ್ಯೂನತೆ ಕತ್ತಲು; ದಾವುದೂ -> ಹಗ್ಗ; ವಿಹಿತವೇ -> ಜೋಡಿಸಿದ; ಸರಿ -> ಓಡಿಹೋಗು ಜಾರು ಮಳೆ
"ಸೂರ್ಯ ದೃಷ್ಟಾಂತವೇ. ಸೂರ್ಯಮಂಡಲ ದ್ಭ ಷ್ಟಿ ಸಿ ನೋಡಿದರೆ, ಮಂಡಲ ಕಾಣು",ಸೂರ್ಯ -> ಮನೆಯ ಛಾವಣಿ; ದೃಷ್ಟಾಂತವೇ -> ನಿದರ್ಶನ ಕುರುಹು; ನೋಡಿದರೆ -> ಕಾಣು ಪರೀಕ್ಷೆಮಾಡು; ಮಂಡಲ -> ರಾಜ್ಯದ ಭಾಗ ವೃತ್ತ ಗುಂಪು ಮಾಂತ್ರಿಕ ಗೆರೆಗಳ ವಿನ್ಯಾಸ ಪಾರಿವ್ರಾಜ್ಯದ ಇಪ್ಪತ್ತೇಳು ದ್ಯೋತಕಗಳಲ್ಲಿ ಒಂದು
"ಅಧಿಕಾರಿಗಳು, ಶ್ರೇತದ್ವೀಪ-ಶ್ವ ತದ್ದಿ (ಪದಲ್ಲಿ ಕೆಲವು ಅಧಿಕಾರಿಗಳು, ಮೋಕ್ಷದಿ_ಮೋಕ್ಷ",ಅಧಿಕಾರಿಗಳು -> ಅಧಿಕಾರದಲ್ಲಿ ನಿಯೋಜಿಸಲ್ಪಟ್ಟವನು; ಮೋಕ್ಷದಿ -> ಬಿಡುಗಡೆ ಮುಕ್ತಿ ಸಪ್ತತತ್ವಗಳಲ್ಲಿ ಒಂದು ಎಲ್ಲದರಿಂದ ಬಿಡುಗಡೆ ಹೊಂದಿ ಆತ್ಮ ಪರಿಶುದ್ಧಗೊಳ್ಳುವುದು; ಮೋಕ್ಷ -> ಬಿಡುಗಡೆ ಮುಕ್ತಿ ಸಪ್ತತತ್ವಗಳಲ್ಲಿ ಒಂದು ಎಲ್ಲದರಿಂದ ಬಿಡುಗಡೆ ಹೊಂದಿ ಆತ್ಮ ಪರಿಶುದ್ಧಗೊಳ್ಳುವುದು
"ಹಂಪ್ರೀತ್ಯರ್ಥವಾಗಿ - ಬಿಂಬನಾದ ಪರಮಾತ್ಮನ ಪ್ರೀತ ರ್ಥವಾಗಿ, ಮಾಡುವನು . |",ಬಿಂಬನಾದ -> ಮಂಡಲ ಗುಂಡಗಿರುವ ತೊಂಡೆಯ ಹಣ್ಣು; ಪರಮಾತ್ಮನ -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ; ಪ್ರೀತ -> ಹರ್ಷಗೊಂಡವನು; ಮಾಡುವನು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು
ಈ ದಿಮೌಕಸ ಮನುಜ ಗಾಯಕ |,ಮನುಜ -> ಮಾನವ; ಗಾಯಕ -> ಹಾಡುಗಾರ
"ನಾದ ಲ ಕ್ಸಿ ಟ್ಟೆಪಕಿಯಾದ, ಮಾಧವಗಿದು. ಪರಮಾತ್ಮ ಪೂರ್ವೋಕ್ತ ನಿಮಿಷಕಾಲ",ನಾದ -> ಧ್ವನಿ; ಪರಮಾತ್ಮ -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ; ಪೂರ್ವೋಕ್ತ -> ಹಿಂದೆ ಹೇಳಿದ; ನಿಮಿಷಕಾಲ -> ರೆಪ್ಪೆ ಮಿಟುಕಿಸುವುದು ಒಮ್ಮೆ ರೆಪ್ಪೆ ಮಿಟುಕಿಸುವಷ್ಟು ಕಾಲ
ಚಕ್ರವರ್ತಿಗಳು ಘಳಿಗಿ ಅಂಗುಷ್ಕ ಯೋಜನ,ಚಕ್ರವರ್ತಿಗಳು -> ಸಾರ್ವಭೌಮ ವಿಷ್ಣು; ಯೋಜನ -> ಎರಡು ಗಾವುದ ದೂರ
(ಗರುಡ ; ಕೋಟಿ ಯೋಜನಹರಿ ತ],ಗರುಡ -> ಒಂದು ಪಕ್ಷಿ ವಿಷ್ಣವಿನ ವಾಹನ; ಕೋಟಿ -> ನೂರು ಲಕ್ಷ ತುದಿ; ಯೋಜನಹರಿ -> ಎರಡು ಗಾವುದ ದೂರ
ಮುಕ್ತ ಬಿಂಬನು ತುರಿಯ ಜೀವ |,ಮುಕ್ತ -> ಬಿಟ್ಟ ಎಸೆದ; ಬಿಂಬನು -> ಮಂಡಲ ಗುಂಡಗಿರುವ ತೊಂಡೆಯ ಹಣ್ಣು; ಜೀವ -> ಜೀವವಿರುವುದು ಜಂತು
ನ್ಮುಕ್ತ ಬಿಂಬನು ವಿಶ್ವ ಭನ ಸಂ!,ಬಿಂಬನು -> ಮಂಡಲ ಗುಂಡಗಿರುವ ತೊಂಡೆಯ ಹಣ್ಣು; ವಿಶ್ವ -> ಸಮಸ್ತ
"ಪರಮಾತ್ಮನು, ಕ್ರಿಯೆಗಳಿಂದಲಿ- ಭಿನ್ನ ಭಿನ್ನವಾದ ಕ್ರಿಯಾಗಳಿಂದ, ಭಿನ್ನನಾಮ-ಭಿನ್ನ",ಪರಮಾತ್ಮನು -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ; ಭಿನ್ನ -> ಬೇರೆಯಾದುದು ಸೀಳಲ್ಪಟ್ಟ ಸೀಳಲ್ಪಟ್ಟವನು; ಭಿನ್ನವಾದ -> ಬೇರೆಯಾದುದು ಸೀಳಲ್ಪಟ್ಟ ಸೀಳಲ್ಪಟ್ಟವನು; ಭಿನ್ನನಾಮ -> ಬೇರೆಯಾದುದು ಸೀಳಲ್ಪಟ್ಟ ಸೀಳಲ್ಪಟ್ಟವನು
ಸಾದಿ ಚೇತನ ಪ್ರಕೃತಿಯೊಳ,ಸಾದಿ -> ಯುದ್ಧಮಾಡುವವನು ಸಾರಥಿ ವಾಯು; ಪ್ರಕೃತಿಯೊಳ -> ವಸ್ತುವಿನ ಮೂಲರೂಪ ಸಹಜಸ್ವಭಾವ ಮಂತ್ರಿ ಪ್ರಜೆಗಳು ಜೀವನಿಗೆ ಫಲಗಳನ್ನು ನೀಡುವ ಕರ್ಮ
"ನಾದ - ನಾದನಾಮದಿಂದ ವಾಚ್ಯನಾದ ಪರಮಾತ್ಮ, ಭೋಜನ- ಭೋಜನ",ನಾದ -> ಧ್ವನಿ; ಪರಮಾತ್ಮ -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ; ಭೋಜನ -> ಊಟ ಆಹಾರ
ಈ ಶರೀರಿಗೆ ಪುರುಷ ತ್ರಿಗುಣದಿ |,ಪುರುಷ -> ಮನುಷ್ಯ ಗಂಡತ್ರಿಮೂರ್ತಿಗಳಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬ; ತ್ರಿಗುಣದಿ -> ಸತ್ವ ತಮಸ್ಸು ರಜಸ್ಸುಗಳೆಂಬ ಮೂರು ಗುಣಗಳು ಮೂರು ಪಟ್ಟು
ಹಾಸ ಜಾಗ್ರತಿ ಜನ್ಮ ಸಿತಿ ಮೃತಿ |,ಹಾಸ -> ನಗೆ; ಜನ್ಮ -> ಯುದ್ಧ; ಮೃತಿ -> ಸಾವು
ಸ್ನೇಹದಲಿ ಪರಮಾತ್ಮ ಎನಗಿ |,ಸ್ನೇಹದಲಿ -> ಗೆಳೆತನ ಜಿಡ್ಡು; ಪರಮಾತ್ಮ -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ
ನೀತಿ ನಿರ್ಮಲದೇಶ ಬ್ರಾಹ್ಮಣ |,ನೀತಿ -> ಸನ್ನಡತೆ; ನಿರ್ಮಲದೇಶ -> ನಿಷ್ಕಲ್ಮಶ; ಬ್ರಾಹ್ಮಣ -> ಒಂದು ಮುಹೂರ್ತ
ಶ್ರೀನಿಕೇತನ ತನ್ನವರ ದೇ |,ಶ್ರೀನಿಕೇತನ -> ಸಂಪತ್ತಿನ ಮನೆ ಭಂಡಾರ
ಇನ್ನೂ ಪರಮಾತ್ಮನ ಮಹಿಮೆ ಹೇಳತಾರೆ.,ಪರಮಾತ್ಮನ -> ಶ್ರೇಷ್ಠ ಚೈತನ್ಯ ದೇವರು ಜಿನ ಕೇವಲಜ್ಞಾನಿ; ಮಹಿಮೆ -> ಪೂಜೆ
ಭಕ್ತ ರಿನಿಸುವ ದಿವ್ಯ ಪುರುಷರ |,ದಿವ್ಯ -> ಸ್ವರ್ಗದ ದಿಬ್ಯ ದೈವ ಆರೋಪವನ್ನು ಸಾಬೀತುಮಾಡಲು ಆಚರಿಸುವ ವಿವಿಧ ಬಗೆಯ ಪರೀಕ್ಷೆಗಳು; ಪುರುಷರ -> ಮನುಷ್ಯ ಗಂಡತ್ರಿಮೂರ್ತಿಗಳಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬ
ಭರ್ತೃ ಭೃಗುವು ಪ್ರಸೂತಿ ವಿಶ್ವಾ |,ಭರ್ತೃ -> ಗಂಡ; ಪ್ರಸೂತಿ -> ಹೆರಿಗೆ; ವಿಶ್ವಾ -> ಸಮಸ್ತ
ದಾರು ಪಠಿಸುವರವರ ಲಕ್ಷ್ಮೀ |,ದಾರು -> ದಿಮ್ಮಿ; ಲಕ್ಷ್ಮೀ -> ಗುರುತು ಚಂದ್ರನ ಕಲೆ
ಕೋಕ್ತ ಮಾನದ ಮಾನ್ಯ ಮಾಧವ |,ಮಾನ್ಯ -> ಗೌರವಾರ್ಹ; ಮಾಧವ -> ಮಧುಮಾಸ ವಸಂತ
"ರಾಗ ಸಾರಂಗ್ಯ ಏಕತಾಳ,",ರಾಗ -> ಕೆಂಪುಬಣ್ಣ ಪ್ರೀತಿ; ಸಾರಂಗ್ಯ -> ಒಂದು ಬಗೆಯ ಜಿಂಕೆ ಮೋಡ
ಶ್ಯಾಮ ಶಬಲ ಶರಣ್ಯ ಶಾಶ್ವತ ಶರ್ಕರಾಕ್ಷ ಸಖಾ ॥ ಸಮಸತ,ಶ್ಯಾಮ -> ಕಪ್ಪು ಕಡುನೀಲ; ಶಬಲ -> ಚಿತ್ರವರ್ಣ ಬಣ್ಣ ಬಣ್ಣದ; ಶರಣ್ಯ -> ಆಶ್ರಯದಾತ; ಶರ್ಕರಾಕ್ಷ -> ಸಕ್ಕರೆ ನೊರಜುಗಲ್ಲು
"ರಾಗ ಸಾರಂಗ್ಕ ಸಿಕತಾಳ,",ರಾಗ -> ಕೆಂಪುಬಣ್ಣ ಪ್ರೀತಿ; ಸಾರಂಗ್ಕ -> ಒಂದು ಬಗೆಯ ಜಿಂಕೆ ಮೋಡ; ಸಿಕತಾಳ -> ಮರಳು
ಸಾಧನ- | ವೆಂದೆನಿಸುವ ಪದಾರ್ಥಗಳು ಬಗೆಬಗೆಯ ನೂತನದಿ ॥,ಸಾಧನ -> ಸೈನ್ಯ ಸಲಕರಣೆ; ಪದಾರ್ಥಗಳು -> ವಸ್ತು ಪದ ಅರ್ಥ ತತ್ವಗಳು; ನೂತನದಿ -> ಹೊಸ
ವಿಷ ವಿಷಯಗಳ ಕೃಷ್ಣಾ- । ರ್ಪಣವೆನಲು ಕೈಗೊಂಬ ವೃಜಿನಾ- ।,ವಿಷ -> ನೀರು ನಂಜು; ವಿಷಯಗಳ -> ದೇಶ ರಾಜ್ಯ ಇಂದ್ರಿಯ ಸುಖ; ಕೃಷ್ಣಾ -> ಕಪ್ಪಾದ ಕಪ್ಪು ಬಣ್ಣ ಕೆಟ್ಟ ವಿಷ್ಣುವಿನ ಎಂಟನೆಯ ಅವತಾರ; ವೃಜಿನಾ -> ಬಾಗಿದ ಪಾತಕ
ನೇತ್ರಗಳಲಿ ವಸಿಷ್ಠ ವಿಶ್ವಾ- । ಮಿತ್ರ ಭಾರದ್ವಾಜ ಗೌತಮ: ।,ವಿಶ್ವಾ -> ಸಮಸ್ತ; ಮಿತ್ರ -> ಸೂರ್ಯ ಗೆಳೆಯ ರಾಜನ ಸಪ್ತಾಂಗಗಳಲ್ಲಿ ಒಂದು; ಭಾರದ್ವಾಜ -> ಭರದ್ವಾಜನ ಮಗ ದ್ರೋಣ
ಜ್ಞಾನಮಯ ತೈಜಸನು ಹೃದಯ । ಸ್ಥಾನವೈದಿಸಿ ಪ್ರಾಜ್ಞನೆಂ,ಜ್ಞಾನಮಯ -> ಜ್ಞಾನದಿಂದ ಕುಡಿರುವುದು ಪಂಚಕೋಶಗಳಲ್ಲಿ ಒಂದು; ಹೃದಯ -> ಮನಸ್ಸು; ಪ್ರಾಜ್ಞನೆಂ -> ಕಾರಣ ಶರೀರದಲ್ಲಿದ್ದು ಸುಷುಪ್ತಾವಸ್ಥೆ ಅನುಭವಿಸುವ ಅನುಭವಿಸುವ ಆತ್ಮ
ಸಿರಿ ಸರಸ್ಪತಿ ಭಾರತೀ ಸ್‌ | ಪರಣಿ ವಾರುಣಿ ಪಾರ್ವತೀ,ಸಿರಿ -> (ಶ್ರೀ) ಸಂಪತ್ತು ಲಕ್ಷ್ಮಿ ಚೆಲುವು; ಭಾರತೀ -> ಭರತವಂಶಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ ಮಹಾಭಾರತ ಕಾವ್ಯ ಭಾರತ ಯುದ್ಧ ಭಾರತಯುದ್ಧ ನಡೆದ ಪ್ರದೇಶ; ವಾರುಣಿ -> ಪಶ್ಚಿಮ ದಿಕ್ಕು ಮದ್ಯ; ಪಾರ್ವತೀ -> ನೋಡಿ ನಿರೀಕ್ಷಿಸು ಯೋಚಿಸು
ಕವಿಗಳಿಂದಲಿ ತಿಳಿದು ಪ್ರಾತ- । ಸವನ ಮಧ್ಯಂದಿನವು ಸಾಯ,ತಿಳಿದು -> ಬಗ್ಗಡ ಹೋಗಿ ಶುದ್ಧವಾಗು ನೈರ್ಮಲ್ಯ; ಸವನ -> ಯಜ್ಞ ಸ್ನಾನ ಅಭಿಷೇಕ; ಮಧ್ಯಂದಿನವು -> ನಡುಹಗಲು
ಗಿದ್ದು ನಿ-। ವಾರಿಸುತ ಭಕತರ ದುರಿತ ಹಿಂ- । ಕಾರ ನಿಧನ ಪ್ರಥಮ,ವಾರಿಸುತ -> ನೀರು ನಿಷ್ಠೆ; ದುರಿತ -> ಪಾಪ; ನಿಧನ -> ಅಂತ್ಯ ಸಾವು ಹೂತಿಟ್ಟ ಹಣ; ಪ್ರಥಮ -> ಮೊದಲನೆಯದು
ದೆನಿಸ ಭಕುತರ । ಹಿಂಡು ನೋಡಿದ ಮಾತ್ರದಲಿ ತನು । ದಿಂಡುಕೆಡ,ಹಿಂಡು -> ಮುಷ್ಟಿಯಿಂದ ಹಿಸುಕು ದನಗಳ ಗುಂಪು; ನೋಡಿದ -> ಕಾಣು ಪರೀಕ್ಷೆಮಾಡು; ತನು -> ಕೃಶವಾದ ದೇಹ; ದಿಂಡುಕೆಡ -> ದಪ್ಪವಾದ ದೇಹವುಳ್ಳವನು
ಜ್ಞಾನಮಯ ವ್ಯಾಪಾರಗಳ ಮಾಡುವನು ತಿಳಿಸದಲೆ ॥ ಏನು ಕಾಣದಿ,ಜ್ಞಾನಮಯ -> ಜ್ಞಾನದಿಂದ ಕುಡಿರುವುದು ಪಂಚಕೋಶಗಳಲ್ಲಿ ಒಂದು; ವ್ಯಾಪಾರಗಳ -> ಚಟುವಟಿಕೆ ಕಾರ್ಯ; ಮಾಡುವನು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು
ನೀವುದು ಭಕ್ತಿಪೂರ್ವಕ ಪೇಳಿ ಕೇಳ್ವರಿಗೆ,ನೀವುದು -> ಸವರು; ಭಕ್ತಿಪೂರ್ವಕ -> ಭಕ್ತಿಯಿಂದ ಕೂಡಿದ
ಮಯ ನಿರಾಶ್ರಯ । ಧರ್ಮವಿದ್ದರ್ಮಾತ್ಮ ಧರ್ಮಗ | ದುರ್ಮತಿಯ,ನಿರಾಶ್ರಯ -> ಆಶ್ರಯವಿಲ್ಲದ; ಧರ್ಮಗ -> ನಂಬಿಕೆ ಆಚರಣೆಗಳ ಕಟ್ಟಳೆ ಪುಣ್ಯ ಕರ್ತವ್ಯ ಯಮ ಯುಧಿಷ್ಠಿರ ದ್ವಾದಶಾನುಪ್ರೇಕ್ಷೆಗಳಲ್ಲಿ ಒಂದು ಧರ್ಮಚಿಂತನೆ ಧನುಸ್ಸು; ದುರ್ಮತಿಯ -> ಕೆಟ್ಟ ಬುದ್ಧಿ
ಮತ್ತ ಕ್ರ- । ಮೇಣ ಚಿಂತಿಪ ಭಕ್ತರಿಗೆ ಚತುರವಿಧ ಪುರುಷಾರ್ಥಾ ।,ಮತ್ತ -> ಅಮಲೇರಿದ ಕೊಬ್ಬಿದ; ಚತುರವಿಧ -> ನಾಲ್ಕು; ಪುರುಷಾರ್ಥಾ -> ಮನುಷ್ಯನ ಪರಮಧ್ಯೇಯಗಳು: ಧರ್ಮ ಅರ್ಥ ಕಾಮ ಮೋಕ್ಷ ಮೋಕ್ಷ
ಸರುವ ದೇವೋತ್ತಮನು ಸರ್ವಗ । ಪರಮ ಪುರುಷ ಪುರಾತನ ಜರಾ-।,ಸರ್ವಗ -> ಎಲ್ಲೆಡೆಯಲ್ಲಿಯೂ ಸಂಚರಿಸುವವನು ದೇವರು; ಪರಮ -> ಉತ್ಕೃಷ್ಟ; ಪುರುಷ -> ಮನುಷ್ಯ ಗಂಡತ್ರಿಮೂರ್ತಿಗಳಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬ; ಪುರಾತನ -> ಪ್ರಾಚೀನ ಕಾಲದ
ಭರತ ಖುಷಭಜ ಹರಿಣಿಜಾ ದ್ವಿಜ । ಭರತ ಮೊದಲಾದಖಿಳರಾ,ಭರತ -> ನಾಟ್ಯಶಾಸ್ತ್ರ ಒಬ್ಬ ಚಕ್ರವರ್ತಿ ಶ್ರೀರಾಮನ ತಮ್ಮ ಆದಿತೀರ್ಥಂಕರನ ಹಿರಿಯ ಮಗ ತ್ರಿಷಷ್ಠಿಶಲಾಕಾಪುರುಷರಲ್ಲಿ ಒಬ್ಬ; ಹರಿಣಿಜಾ -> ಹೆಣ್ಣು ಜಿಂಕೆ ಗಿಳಿಹಸುರು ಬಣ್ಣ; ದ್ವಿಜ -> ಎರಡು ಸಲ ಹುಟ್ಟಿದವನು ಬ್ರಾಹ್ಮಣ ಬ್ರಾಹ್ಮಣ ಕ್ಷತ್ರಿಯ ವೈಶ್ಯ ಎಂಬ ಉಪನಯನಗೊಳ್ಳುವ ವರ್ಣಗಳಿಗೆ ಸೇರಿದವನು ಎರಡು ಸಲ ಹುಟ್ಟುವುದು ಹಲ್ಲು ಮೊಟ್ಟೆಯಾಗಿ ಆನಂತರ ಹೊರಬರುವ ಹಕ್ಕಿ ನಕ್ಷತ್ರ
ನಾಯುಯುತ ಧೃತರಾಷ್ಟ್ರ ದಿವಿಜರ! ಗಾಯಕನು ಧೃತರಾಷ್ಟ್ರನ,ಧೃತರಾಷ್ಟ್ರ -> ರಾಷ್ಟ್ರದ ಭಾರವನ್ನು ಹೊತ್ತವನು ಕೌರವರ ತಂದೆ; ದಿವಿಜರ -> ಸ್ವರ್ಗದಲ್ಲಿ ಜನಿಸಿದವನು ದೇವತೆ; ಗಾಯಕನು -> ಹಾಡುಗಾರ; ಧೃತರಾಷ್ಟ್ರನ -> ರಾಷ್ಟ್ರದ ಭಾರವನ್ನು ಹೊತ್ತವನು ಕೌರವರ ತಂದೆ
ಬೇಡದಂದದಿ ಮಾಡು ಪುರುಷಾರ್ಥಗಳ ಸ್ಪಪ್ನದಲಿ ॥ ನೀಡುವರೆ ನಿನ್ನ,ಮಾಡು -> ಕೆಲಸಗೈ ಸೃಷ್ಟಿಸು ಉಂಟಾಗಿಸು; ಪುರುಷಾರ್ಥಗಳ -> ಮನುಷ್ಯನ ಪರಮಧ್ಯೇಯಗಳು: ಧರ್ಮ ಅರ್ಥ ಕಾಮ ಮೋಕ್ಷ ಮೋಕ್ಷ; ನೀಡುವರೆ -> ಮುಂದೆ ಚಾಚು ಕೊಡು ನೀಳವಾದ
ಮಾನ ಮಹತ್ವಸಹನ ಸು- । ನೀತಿ ನಿರ್ಮಲದೇಶ ಬ್ರಾಹ್ಮಣ । ಭೂತ,ಮಾನ -> ಆತ್ಮಗೌರವ ಅಳತೆಯ ಪ್ರಮಾಣ ಸ್ತಿçÃಯ ಪ್ರಣಯಕೋಪ; ನೀತಿ -> ಸನ್ನಡತೆ; ನಿರ್ಮಲದೇಶ -> ನಿಷ್ಕಲ್ಮಶ; ಬ್ರಾಹ್ಮಣ -> ಒಂದು ಮುಹೂರ್ತ
ತದವರರನಾಖ್ಯಾತಮಪ್ಸರ । ಸುದತಿಯರು ಕೃಷ್ಣಾಂಗ ಸಂಗಿ,ಸುದತಿಯರು -> ಚೆನ್ನಾದ ಹಲ್ಲುಗಳುಳ್ಳವಳು ಸುಂದರಿ; ಕೃಷ್ಣಾಂಗ -> ಕಪ್ಪು ಮೈ; ಸಂಗಿ -> ಕೂಡಿದುದು
